preprocessed_review,sentiment
expectation ok slow staff waited hour half crib delivered inquiry status elevator unbelievably slow nothing really good area eating room ok ac unit nt working poor hotel ca nt complain price priceline,-1
great location poor customer service booked day prepaid including breakfast got caught recent national rail strike missed day card concierge service ring moment day hotel refused refund money said tough luck despite strike outside controlwhen got ok hotel ok room great location close rail station rushed florence saw day returned hotel asked box breakfast morning check answer kitchen closed complained told speak head chef problem prompted arguement ended senior hotel person stepped promised checked got lillte bag biscuit bar bit fruit yogo nothing value money lot hotel florence stay appreciates customer,0
beware salmonella went sunscape family easter break kid age looking forward kid club night row locate kid club property help manager walkie talkie gave daughter developed food poisoning end vacation took doctor home diagnosed salmonella verified duplicate lab test reported health department called hotel report manager able speak directly surprise nt going bother write review read recent review recurring illness issue think seriously hygienefood prep problem kid want punta cana club med twice gotten sick kid club say say,-1
nothing word reach real thing march th april rd spanish kid yr old spends night year away home business trip know hotel travel flight year know different concept restaurant accommodationwe come country touristic industry world spain iberostar bavaro best description service service exception artificial meaning sacrifice compromise iberostar bavaro service meaningno moschitos problem food problem personnel problem guy make simpleif use single example spoil rest stay pere,-1
nt wait home stayed night disappointing problem including bathroom flooded sea water problem plumbing apology giving offer relocate room rude staff poor service quality food inconsistent room average spacious small window view noisy room including plane style toilet aircon work properly ceiling leaked rained overall expected hotel good rating recommend hotel actively discourage people thinking staying,-1
ca nt meet obligation singaporean reservation guest room hotel arrived singapore nov early morning reservation confirmed directly hotel reservation staff guest arrived hotel told room left unsatisfied fuming mad way hotel staff handled matter room easily available past week room robinson hotel balestier road convenient night search high low accommodation hotel nt offer arrange transportation send guest alternative accommodation guest took cab robinson hotelone couple honeymoon enjoyed maldives throwm heaven hell felt sorry guestsso want stay hotel newly opened hotel known new majestic hotel prepared left lurch risk stay street friend singapore hope unhappy incident happen innocent soul equally mad unhappy incident happen foreign land reflected singapore tourism board stb act postbox deliver message hotel stb able nothing nt expect compliment summer view hotel summer view probably star hotel service good staff offer pack breakfast guest need leave hotel catch flight kind gesture ii unclesecurity guard think working carpark hotel highlighted exit door carpark shut pm leave door wonderful service appreciated,0
['watch cancellation time guideline hotel booked night hotel st sava feb travel andorra departure friday unforseen circumstance airline cancelled flight barcelona alternative flight fly over girona sense travel andorra girona barcelona location contacted hotelscom let us know situation week canceled stay hotel asking cancel hotel cancel hotel refund monies shocking hotel policy understand cancelling week cancel and week offered refund more staggering look good use hotel watching future warned'],-1
['disapponted booked hotel night celebrate honeymoon read hotel wallpaper guidewe ended leaving day early disappointed room owner especially serviceservice bad ask night time receive confirmation booking car parking space left car not dont move valet parking drive near hotel park carwe called ask cancel room second day day told problem checked day wanted pay second night despite informed day long argument agreed cancel penalty promisedrooms live pricenice design spacey nice colorsshowertub room bed guess people like minibarsmall see kitchen one want cookbeds made short cm tall leg stick poor room hotel considering price askingsecond day it switched bradenburger hof fantastic pricewill'],0
building site jan building site year pay wack non bar restaurant moved walk outside rain cold themyou nt need alarm builder wake awake complaining change nothing getting angry comment make clear issue theirsi suggest try radisson renaissance offer mariott busy road mile awaywatch package rate includes internet discount appear automatically time happened point apology surprise impression knew exactly unpleasant experience,-1
great location rude horrible staff stayed gl week wonderful location bugis mrt minute walk room decent cleanthe worst management staff extremely rude concern guest booked way advance wait hour offered excuse waiting guest room ready booked triple room arrangement bed hour asked say booked travel agent horrible excuseavoid hotel overcrowded reception noisy botheredits location cashing,-1
['disaster reservation arrived hotel airport told room hotel available stay told wanted stay pay additionally night reservation different day lengthy heated discussion receptionist studied voucher or claimed booking failed company asiarooms mistake point any longer wanted stay inn temple high street left hotel hotel nearby returning singapore trying far unsucessfully denied obtain water refund asiarooms billed room refused avoid inn temple street can avoid asiarooms'],-1
correct room confortable nice bathroomstaff pleasantbeach high status hoteltoo nautical sport beach entraine noisy sound bad smellfood internationnalsmall swimming pool,-1
went paradisus feb th say star hotel trying really hard fall short qualitythe food merely passible entertainment seen daughter high school musical unless really water sport nothing lay pool beach room cockroach minifridge sand flea bathroomalthough phone took care feel checkin room inspected cleanliness curtain room stained brown gross asked address noone bring lot sunscreen family got totally toasted hot hot sun quite paradise expected city poor deserted reccomend going property year definitely return resort countrythere plenty place,0
['subpar hotel rude staff damaged car stayed hotel gioconda day time staff rude unhelpful room par amenity promised delivered asked direction location florence given factually incorrect information before hotel staff inroom safe hotel staff turn of key desk left till morning adding a concern came early staff inexplicably taken room key longer desk search room fortunately nothing stolen unsettlingto got car garage flat tire dropped desk staff reluctant meeting let group use waiting house phone rental agency rome finally relented people garage changed tire donut sort apology attempt on fix probelm tell checked fixed heading location fortunate leaving italy day delayed waiting hoursdo stay hotel'],-1
tired hotel close convention centre darling harbour like packer hotel entrance foyer outdated corridor dark dingy hotel room small price paid room noisy bar fridge bar fridge tiny long life milk container got night turned sleep hotel room smelled cigarette asked nonsmoking roomdo nt stay breakfast cheaper better restaurant waterfront queried price room hearing checkout getting cheaper rate definitely bother staying againthis hotel need huge revamp immediately,0
stay hotel dump agree previous contribution hotel really hotel run motel expect poor townit dishonest say hotel room allocated dingy shabby poorly decorated depressing staff surly unhelpful called advertised breakfast poor laughable nuragrain bar piece fruit yogurtsthe picture website deceiving deceitful reflect true nature motel vastly overpriced reality half price overpricedif value time san francisco relative favour signeda wary traveler deceived hotel,-1
['stay away not want come home vacation feeling like mugged country place hotel pretty facade nothing greeted night giant bug hopping childrens bed set tone entire stay take hour towel ball pillow basic necessity assuming pick phone place staff clueless totally unhelpful plan escalate manager simple request beach chair dinner reservation breakfast buffet people crowd serving tray waiting food disaster victim waiting supply truck come food rain mediocre cold hot beer warm childfriendly food supposedly a childfriendly resort nt fooled term like family food concierge royal watch service bigger royal ripoffs place make real money convention basically mob noisy drunk carousing ground jumping fountain main evening entertainment horrible spectacle child nt reserved service nt money write rest nt plane'],-1
nt bother dump door room warped room hallway stunk big time bedding stained pillow box spring dirty room offered better supposed nonsmoking room nt tell reservation night tolerate nt money,-1
unbelievably bad stayed twice time great refused believe review time moved different time room clean toilet nt flush smoking said nonsmoking bag stolen bellman locked room hmmm inside job confronted theft staff acted inconvenienced ruined weekend spend filing police report walking filthy clothes shopping spending money new thing money nt try convince staff month reiumburse cost loss unbelievable stay try renaissance corner,-1
['cockroach problem called hotel directly book stay reserved room double bed flying san diego daughter college graduation wanted make sure place running post hurricane katrina knew her flight going arriving late told problem holding room credit cardwhen got room given double bed futon immediately called desk able room king size bed better additional chargehowever night notice cockroach figured ok louisiana stayed nola establishment seen roach city stll rebuilding willing county cut little slackwe contiuned called desk exterminator then immediately sent sprayed shower nt care problem continued entire stay dresser drawer bed tv running floor bathroom vanity crawling wall mirror closet floor seen exterminator spraythey adjusted apologetic room party thankfully saw roach room allthe hotel going renovation carpet hallway worn dirty looking lobby nicely laid setup restaurantbar coming going hour day night openi woman traveling nt feel comfortable area night limited parking hotel want park hotel lot cost night lot block dark small breezeway leading hotel lotour room good size room king sized bed plenty room nice wood floor glass fixture missing open sconce bathroom door interesting wooden frame glass pane way annoying trying sleep need use restroom opaque windows pane let light come bedroom waking window room shade new orleans party city think window management heavy shade rising sun nt wake crack dawnthe way stay absolutely new orleans absolutely place stay'],-1
['complain husband goal beautiful sandy beach sensation relaxing around week away work pressure majestic colonial certainly needed filled anxiously watched progress ready present state honestly say nt disappointed stayed star resort mayan riviera beach pool restaurant service ambience topnotch majestic colonial finally experienced problem room hot water water smell spoiled food foreign language staff stayed cheapest room category able restaurant wanted make reservation asap arrive lot variety buffet landscaping mature mentioned certainly nt ugly bug bothered weather unrelentingly beautiful tipping nt necessary receive excellent service thanked favorite staff member way outwe nt staff need make available complaint request name desk entire stay think honestly say alot thing keeping star hotel humble estimation inclusion brand and liquor allinclusive list based written majestic colonial year'],0
stay away st ann marie antoinette hotel love new orleans horrible experience foremost st anne parking park car location day room lost reservation realized light bulb blown tried phone work approached employee desk simply said didnçé meç phone work heated conversation employee actually came desk tried physical asked speak manager told finally arrived clear hotel ran poorly rude basically told place stay nice courtyard pool growing garden fooled web site location hotel awful cute little place corner continued little away,-1
['awful awful awful awful midnight sleep night partying hotel hotel room neighbor hotel compensate night sleep dark stain carpeting blood night clerk stay completely and unaccomodating make amends discomfort absent identity security walk outside lobby access floor you believe questionable character allowed roam hotel visitor floor located guest threaten phone police leave awful positive thing you say location convenient pay little stay hotel feel safe accomodations clean updated'],-1
worst hotel stayed depressed arrived hotel large flight stair elevator lobby look nothing like lobby pictured hotel online ad nice room worst wa small jail cell tiny bed little chair cabinet clothes tiny table smallest room seen smelled bad actually air freshener window ledge attest view building reminded tenement worst new york city bathroom small nt room dirty hair bedspread sheet place literally gave creep immediately went hotel stayed rest visit florence additional night stay night lose money nt recommend place reason positive young man run place really nice guy helpful getting reservation academia arrived gave lay land arrived honestly place dumpy dirty oh offer breakfast bring room apparently nt room eat kept envisioning receive bread water room like little cell needle say nt stay breakfast breakfast like,-1
roach got really good price hotwire star rating booked holiday inn happy holiday inn used good brand hotel dive room smelled awful elevator slow overcrowded minute lobby roomthe worse came room midnight horrifed roach bed wall phone way going sleep called management told open room holiday inn express street loaded luggage went night holiday inn express scared death walking unlit street luggage knowing sure hotel given bad direction thought sure going mugged say holiday inn express best location room great stay holiday inn french quarter ok young kid wanting bed crawl wee hour,0
['big disappointment as wife booked square foot corner suite night check for series promise kept waiting at todler hour room nt tell reservation booked room suite nt corrected slot happily room price room suite large dated period bathroom standard star hotel spa nt heat long wait suite tv watch remote missing toilet nt first work left morning bellman proudly told nt need cab run destination block away hotel town car sure everything went got wife child luggage different bellman met explained car gone mistake took cab driving right past hotel town car remained parked drive star for experience best disorganised disrespectful'],0
['disappointing stayed near hotel march 28 till really disappointing food disgusting specialty restaurant and special employee helpful and rarely spoke english the sand grains white wine purchased drinks upgrade waste money nearly good in cuba mexico rippoff crappy entertainment on bad wine really glad home'],-1
['nt make mistake online reservation price charged hotel charged room available reservation king listed room reserved day sleep advance secured reservation credit card available working drink and snack machine room smaller pictured room available check allowed valet park checked self parking available close basically screwed bad experience sure repeat stay sister hotel hotel bed worse guess bar coke turning people away saying customer documentation online online reservation confirmation credit card room stay desirable location stay not far away hotel sister hotel possible destinations apple ca nt fall far tree'],-1
terrible location acceptable service hotel acceptable location terrible certainly located stone throw away sheep hotel window way train station walk deserted street approximately mile hotel rv trailer wooded park walk take minute option bus run block cab company come train station train station minute ride centraal station hotel centrally located hotel service acceptable breakfast served morning consisting egg bread assorted meat cheese hotel room clean hotel ground stay location terrible far unsafe train bus station,-1
return expectation excuse delay problem apology prefer quiet solitude overstated lobby understated room steer away hotel chain catering family nt like kid nt room spacious tastefully appointed deluxe room price standard room quiet elegant ambiance furnishing ideal location secluded main street hustle bustle tram peaceful canal minute walk minute aspect hotel earns star breakfast buffet bit pricey opted finding advised tripadvisor,0
practical really cant understand people exited star rating hotel clean metropark hotel motel heel clean spacious bar horrible food suck design terrible looking mimimun cleanliness looking experiance nt think,-1
disappointed day unpleasant stay hotel far level expected money paid room modestely furnished oldfashioned bathroom internet connection order satelitte channel limited hotel lobby breakfast average limited variety street noisy hardly sleep day night husband suffers severe backache unhealthy mattress bright kind smiling staff wish best probably higher standard hotel definely fit better recommend hotel spite central location tram taxi available,-1
['nt let whitewash fool lobby look spectacular marble light hardwood floor decore old falling love apart furniture cheap interior meeting room old used furniture king size bed to simply double the bed pushed water presure awful shower height built short person parking area nonexistent unless want pay day parking valet pool tiny spa area joke prepared walk pay parking overpriced breakfast ihop block coffee room digital cable tv channel small tv setno view oceango money'],-1
camp conquistador going caribbean president week year know expensive crowded time travel choice year decided try el conquistadorchildren outnumbered adult quiet place poolside private beach turn chair foot inch nosethe restaurant supposed good mind paying good meal case stingray strip house northern italian otello biggest rip food certainly northern italian stretch imagination terrible expensiveyou need make dinner reservation restaurant week luckbreakfast varied place place dried waffle riduculous lunch tiny tasteless frozen pizza ridiculous wellthink twice seeking peace quiet pres week,0
billing staff problem like reviewer sent day trip reception sort unfortunately staff accomodating asked recipt prove case nt believe booking payment information checked trying work resisted eventually fixed problem admit problem attitude wasted half hour sleeping time started day baddddly,-1
place pretty bad room damp dirty water line running wall moisture bathroom dirty moldystay away,-1
bad high maintanence traveler hotel nt horrible people used staying star hotel stayed class hotel guy best price middle town looking save money traveling week luggage safe nobody bugged usit nt squeaky clean bad bed day floor bathroom fairly cleanthe traffic pretty loud expected staying downtown san fran,0
food great rest service poor stayed hotel time family day nightsbut recommend service general poor housekeeping bad mantienece hotel badpool activity bad bad hotel,-1
['disapointing fife scotland adult zone child area disapointing holiday room wasdark damp smelly single bed small bed son bedroom middle floor bathroom stinkingwe got room door ok patio door nt lock toilet tv nt flush coffee maker broke old tv nt work food service disgusting covered sea fly entertainment min ametuer dancer nite went sosua got mobed local scary movie recommend on holiday'],-1
shame hotel wasnt good restaurant arrived clift late afternoon struggle luggage bag reception staff unhelpful uninterested eventually managed sorted shown room th floor room suite tried make separate living room putting curtain inbetween bedroom living room bathroom tiny dirty stayed mum unfortunatley night didnt feel suffering bad foot decided phone reception ask doctor come hotel told ther wasnt local receptionist closest told phone eventually decided hospital safe came hospital evening doorman talking girl outside let following night ate hotel restaurant aisa cuba fantastic think hotel intrest restaurant bar end day sleeping ignored wouldnt stay,-1
['unpleasant stay stayed pensione du hotel recently mother jones visiting south africa correctly likened room nelson mandela prison holding cell roben island small glazed window whichlooked landing open high bed dresser grey steel woman reception officer extremely rude rude accused guard short changing room paid bus shuttle bus airportthe flashy web site true reflection hotel notstay'],-1
horrible service horrible casino horrible hotel intercontinental san juan worst experience friend went wedding stayed hotel charged mandatory fee bellman stand chatting instead opening door casino joke dropped night beg drink nt want wife drink nt playing betting best thing dealer casino starting talking spanish little know speak spanish sat listened security annoy hell ca nt leave hotel come harrassed pool coke make throw trash rule poolside say glass nothing can friend booked stay week paid fee airline leave early return complained corp office told contacted hotel record convenient looking horrible time look,-1
excellent deal price nt think better place stay honolulu ohana maile sky court price paid night including tax thought room small especially bathroom adequate stayed th got partial view ocean wait elevator minute people long wait ok expected worse think review exaggerated parking problem ok limited parking spot garage night came pm attendant told wait little car came minute later parking fee bad considering walking distance beach shopsagain night ca nt ask happy stay,-1
fawlty tower usa style sister property newton run like hell nt stop reach marriottevery time us water building resulting bang tap turned night nt sleep pm woken checked day took long busy working noone office pm room cleaning shabby cleaner came intio room merely covered bed sheet make look changed nothing nt bothered pretend place nightmare unless low standard,-1
good bad good pointsgreat hotel friendly staff problem communicationpremium drink great choice buffetbig pool problem getting bedbeautiful beachbad pointsrooms little tirednot exactly hr sport bar stay open snacksnot theme restaurant open evening closed nightfood hot buffet cold food advised chef fresh new dish chip cold helpful took away plate came minute hot hard burnt chip pool swim bar closed week thereconstant drilling theater dug show lobby bar meaning seat busy bar meant sit talksun bed cover grubby beautiful sand ruined guest lazy use ash tray smokefood poisoning nd day holiday meant miserable day room cramp vomiting diharea eat food enjoy alcohol rest holiday spending nearly time toiletdespite drinking fluid hour stay hospital drip anti biotics etcgreat experience unlucky people suffered bad stomach experienced traveler ill hotel lot offer miserable time apart great people meet whilst holiday,-1
ripped bad service room lovely loft beware try charge problem booking record booking admitted fault told room night extra night arrived home credit card opposed saying pay night plus night paid helpful trying sort check credit card statement carefully home,0
['for convenientgood price airport only hotel is needed with overnight hotel near airport lounge room compact clean typical hotel price range to located minute airport limited shuttle from come on minute service desk indifferent bordering rude needed acceptable'],-1
['average hotel better hotel singapore started checking pm late flight desk told didnt reservation showed confirmation sorry sir nt reservation pause um fi ok ordered room with service restaurant opened closed club sandwich arrived bread lettuce rest nothing expensive room large only single bed only pushed up housekeeping bed max king speaking desk ahorrible night sleep maybe as bad run know fact better hotel similar price singapore star hotel'],0
['avoid save money overpriced hotel stayed nt include breakfast wall paper actually hear people only urinating room disgusting morning maid woke voice shouting hall standard cleanliness non existent electricity entire stay used plaster stick stuck toilet shelf mirror half cardboard anti slip mat glass stuck window bath positive bed fairly comfortable pointless noisyeven ear plug basically low paying location young nt mind using public transport authorities advise about staying minute paying half money'],-1
nt stay melia caribe tropical stayed melia caribe tropical resort punta cana june nd th room caribe terrible vacation experience resort list reason awful time recommend stay resort telling travel agent liberty travel experience arrived bell boy taking luggage room chase stop retrieve belonging speak fact majority help speak english problem requested bungalow told check requested documented ticket help none available resort man met room key said nt drink tap water nt use credit card tofind room help like walkingthrough maze room luggage nt arrive anhour half later nt change short bathing suit todo day wait line hour make dinner reservation person reservation entire resort phone reservation cleaned room day till pm pm come towel ended share delivered called say light shower broke night day came fix went power hour june th couse meant air conditioning room meant flushing toilet room ending inch water septic overflow room directly water included feces urine stunk belief horrible remains human feces stench degree weather unbearable imagine thesmell food horrid nt serve dog used phone card checked pay phone completely disappointed entire trip recommend stay resort sol meliadissatisfied customer kathleen walshjwalsh aolcom,-1
overbooked arrival booted booked executive room hotel night june booking week earlier directly website hotel owner company epoque hotel evening worth research hotel barcelona excited stay surprise disappointment arriving hotel flight uk told apology office problem hotel overbooked roomswe sent nearby hotel block away comparable poolwe ended going making scene manager available finally hotel called manager booked hotel town turned absolutely lovely process ruined hour vacation stressful terrible hotel offered compensation apart paying taxi hotel staff training handle type mess upmy advice nt chance book backup hotel,-1
['hated bad inn maid terrible bad roomservice clerk horrible hostel staff unwelcoming hotel decor recently not updated lack complete designer look managment staff horrible'],-1
['and recommend staying and staff routinely indifferent pay point rude parking arrangement emergency public transport garage hill corner neighborhood remarkably small inconvenient mobility issue parking hotel challenging maneuver room adequate maintained area cleaned particularly hotel bad easily accessible better climate seattle definitely'],-1
bit seedy stayed le richelieu march stayed unique charming afraid absolutely nothing place seedy depressing come amenity coffee nt know stayed room nt coffeepot asked sent pot right away told nt come coffee went lobby cup charged employee old tired somewhat rude air conditioner work sleep door balcony open loud night price room somewhat bargain time pay little lot nicer room,-1
worth way st regis reminds texas culture mile wide inch deep past ostentatious artistic touch design management nt got practical detail running hotel nailed price level absolutely negative list property street noise room indescribable evidently market street block away main route equipment end town unrelenting cacophany siren horn bell go night architect spent soundproofing far fripperyno night light blackout curtain drawn impossible bathroom awakening partner turning light small thing continual annoyance unanticipated room lcd control panel handy need brightness controlthe tv menu nt reflect actually playing moment minor inconvenience frustrating trying specific program motel level servicethe hall carpet floor track middle appeared nearly worn companion think look intentional lousy style choicethe food runofthemill hotel fare michelin star price nt care short stack pancake nothing make worth acknowledge coffee awesomethe housekeeping staff nt understand concept disturb sign door guest room occasion napping sign housekeeper let refresh towel turn bed nice service lousy coordinationno coffee tea room like hot cup bed room service find convenient iron andor steamer room nice touchups nt warrant hour round trip valetin short amenity detail finishing touch nt standard find runofthemill chain lacking property price near criminal,-1
['overpriced great disappointing property setting stilt hanging running water fabulous endsthe decor collection odd incongruous impression seattle log cabinish better suited ski lodge vermont canada colorado requested free waterfacing room checkin told cost dollar paid forked dollar night declined took city facing room irritating colleague booked room rate agent checked right behund got water facing room extra charge asking notwithstanding odd decor hotel look tired worn room abysmally small group amazed american traveller accept room size knowing spacious hotel general large person problem typically smaller room find eurpoean continent barely space double bed sharing felt too claustrophobic cityfacing room railway line busy area level crossing clanging bell twice time train pass happens day night room need twice life size soundproofed night window trot chaicago seattle san francisco far worst value city lot better price seattle'],0
['and dissapointed magnolia maybe river expectation high expected line swanky old downtown hotel got hotel carpet has really need replacing scratch paint really small cost old style tv cheap formica countertop waiting room way bright blue morning lack curtain cheap red blind corner home depot depot magnolia really need invest building property'],-1
disappointment really looking forward staying hotel experience extraordinarily disapointing room okay service hotel standard feel really poor rate break got pay dollar day internet turned cost room mention work room change room time order room worked day age room internet frankly really ought free stayed day financed internet consumption small village bush recommend,-1
absolutely horrible stayed th august jolly carlton deluxe room best hotel foor payed excluding breakfast room actually quoted euro lightened nothing special ok hallway hotel terrible smelly worn carpet remains roomservice dish lobby quite little star luxury hotel armchair sit arrived room available pm staff helpful better saying bit rude unfriendly doorman unpolite tried send diamond factory probably friend hotel suggested factory doorman agreement taxi driver guest airport make pay careful italian staying jolly hotel worst seen worst possible example italian hospitality world ashamed,-1
dingy rude aggressive receptionist hotel ok common area room dingy old smell dampdo misled star expect downatheel star wont disappointedhowever real low point italian worker reception outrageously rude unhelpful experienced europethey pointlessly aggressive argumentativeavoid option available,-1
disappointed thought ok hotel money wrong room small kind strange smell location bad highway busy road need subway wait shuttle miss lot people waiting standing minute restaurant hotel walk far away desk people attitude make feel thankful staying rude recommend staying unless want experience disappointment like,-1
worst hotel experience trying book hotel amsterdam multatuli hotel come search awful experience reemerges head really really awful experience fresh mind year determined wo nt everi stayed small single room entered room small desk wardrobe right bed right facing length bed pillow left turn left bathroom end bed window air right bedthe bathroom smelled urine air cold way turn turn get worse dust room turn air dust instead kept blown room settle feel dust coming face arm end nt bear anymore turn air onthe alternative open window single female staying kept locked suffer cold air sleep night small room size noise corridor clearly audible point renting room nt sleep,-1
returned second trip punta cana year year traveled fiance quick valentine day excursion stayed day say book vacation minute really blame time booked apple vacation ibero star punta cana tried resort booked travel agent told riu bambu better believe wanted research paid attention numerous bad review site say estimate power denial booked orbitz roughly money apple flight second trip secure knowing resort airport save dollar taxi oppossed bus transfer recomend driving punta cana bus nerve racking street badly paved real traffic law adventurenow let resort arrived realized riu resort right door ibero star felt sigh relief say checking easy room minute right away saw difference resort spoke little english geared cater european guest really nt problem quickly realized guest american english speaking guestthe dining situation little confusing make reservation night buffet sit table nightly kind reminded high school irritating staff spoke little english hard understand called theme resturants booked solid late morning finally reservation food terrible say picky eater eat meat poultry trout tasted thawed week warned fiance eat tasted funny shrimp appetizer told tasted old barly touched flip buffet disappointing born raised new yory city night owl sort pm hamburger hot dog french fry served saw blatent attempt cut cost ibero star served real food hour day guess spoiled rice stale told fiance honestly believe people got really sick resort fell victim appetite taste little little let ca nt sample little expect sick resort mean ritz hotel nature pay desert flavor ice cream course say ibero starthe staff try lacked professionalism displayed ibero star hope nt fed comparison think fair socalled star class cost samethe overall staff disconnected case men group pool towel area salivate woman resort know human unprofessional admit show night suprisingly entertaining aside entertainment resort terribleif considering resort merely segway beach mean choose say ibero star time better facet price range nt waste time harass way hotel sent checkout day reminding hade reached desk pm forced pay dollar terrible hope fair review help,-1
['stay here away you worst resort resort stayed day day long got spoiled food milk poisoning bathroom staff rude resort dirty food bad water peope unaccomadating spa service staff none stay not spend money sick treated like poop'],-1
['recommend staying staff routinely indifferent point rude parking problem arrangement public garage park hill corner apartment remarkably large inconvenient center mobility issue parking hotel somewhat challenging property maneuver room bathroom adequate maintained cleaned particularly noisy hotel as bad easily better seattle definitely'],-1
somewhat disapointed quite surprise hotel nt room hotel appartment building block away night dark pouring rain trying place dark alley disapointing say asking stranger direction room window stuffy bad room day italy certainly recommend,-1
solid rating stayed waikiki resort hotel week february major problem rate pay hotel share positive negative going waikiki traveling budget likely place hotel clean staff generally friendly room cleaned daily sleeping acceptable view blocked adjacent building portion beach surf th floor room elevator consistently fast slow fast slowon negative parking night typical area look luxury feature said painting wallpaper noticeably patched place furnishing dated drawer broken slide drawer fall opened ac vent ultra dusty functioning tub dinky small believe review say pay movie messed started middle upsetting number call went got billed personally heard comptuer speaker sprint hotel tested destination modem remove billç little unseen hidden charge dollar worth guessi rate star exactly ok problem probably look,-1
worst hotel year yes travel alot thought seen rundown dump worst hotel stayed ini paid class room delux ocean viewthe room old shabby mark large hole carpetlarge section peeling wrinkled ceilingdirty mark wallsold worn bathroom fittingsleaking tap low water pressure missing tilesi suspect reason bug bed bug stay herethe air noisy sleep noise air room bad sleep window openbreakfast included joke couple donut loaf bread domextic toaster tiny table lobbyfriendly service unpleasant extend polite hello staff able help example asked luau range pamphlet lobby book forjust terriblly terribly run felt dirty staying therei believe tripadvisor review genuine nt believe rating hotel stay,-1
['crest suite miami beautiful beach hotel and ideally located 5 block beach lincoln road water price night complaint room basic public bathroom smaller issue counter weekend desk pedestrian friendly metered for parking area james ave lot and stret night'],-1
['crawling hole cochroaches priced dirty bed extremely hard uncomfortable double bed room i actually not feel spring rock hard double mattress shower decent thing shower room seen place live cochroach home staying disgusting food junk priced lunch overcooked'],-1
['and loud door poorly built starwood platinum member believe that starwood allows property manager operaterooms that dirty desparate construction need renovation different suite ended tranfering regular room quiet sound proofing terrible room no hear bar noise nightthis hotel good single traveler want late night night bar police scene downstairs expat professional men exacting traveler stick season marriott door nicer roomsthe hotel nice location staff kind really make poor construction failure maintain propertyi'],-1
rd visit comingup nov decided return nov booked jan time bringing family complaint shortage sunbeds beach pool area stayed block time block staff met friendly helpful looking forward jan holiday question feel free askcarol gwilym williams,-1
let know hate american minute entered hotel sinking feeling check confusing tedious group think happy large party room scattered complex filthy smelled mold growing wall towel room razor blade floating toilet bug room morning clean towel left social staff downright rude belly man ignored lewd comment girlsit clear hated american offered help really place eat buffet seating reservation partially buffet food worst tasted prior departure assumption eat riu restaurant nt tell cost extra person style foul smelling disco extra charge day arrived member party slipped wet floor drink arm went glass table requiring stiches hotel cab way fare paid pay hospital treated positive tour bus driver nice beach beautiful beach cancun st thomas st maarten like,-1
bad budget hotel stayed october room small people average service staff upgraded deluxe room inter connecting door excape noise door deluxe room exactly size interior dark wood beech darkwood supposed classier need bothered looked worse porter helpfully informed room size apart form suite flooravoid bar restauarnt upstairs service amateur expensive cheena restaurant lovely chinese restaurant serve pork highly recommeneded guest disadvantage taxi driver know hotel tucked away small streetfree internet available central library road local laundry alleyway hotel cheap quick warned tumble dry cafe coral cheap eat corner recommended secure good rate avoid room interconnecting door point booking deluxe room,-1
disappointing setting lovely service poor security issue deal prepared electricity periodically pool small considering labeled resort restaurant par isolated beach difficult navigating night eatery unless know way aroundpretty disappointing experience overall,-1
barely sunquest time book vacation company dishonest brochure toresort rep people handling complaint home basically advice decide use reduce rating star realistic gettingdont expect rep sirenis book overpriced tour cheaper guy resort line hotel pretty accurate jobfor say pay true reputable jeweller buy tag watch sale expect watch tag knockoff right,-1
['nasty nt waste time on money site late pay stay back room scary reservation lost minute waiting pulled totally nasty room course apology problem asked room or told none course charged credit card night stay or called speak false manager got run to lie downright nastiness here horrible people conflicting falsehood shownmany room person initial reservation told cancellation policy nt work anymore unprofessional scramble new orleans durring busy time change place party clean stay upsetting mile home'],-1
['horrible place husband just stayed conference january quite surprised rundown place definitely brand smattering bothered u concierge infrequently desk open one hour hot bathroom water night poor ventilation rust stain carpet chair hair bathroom floor sheet arrived out internet connection work promised husband spent minute phone work and minor irritant bathroom sink wall dirty hair dryer cheap kleenex like silk sandpaperjust yuck frustrated paid good money stay'],-1
damn hotel stayed fairly cheap accommodation previously far worst opening window looked overflowing guttering clogged cigarette butt tv nt work room nt cleaned particularly previous guest stair hassle fourth floor concerned getting event hotel paris burnt day arrived mind nt sure stumbled kind asylum hostel judging people hanging round reception week arrive got phone saying mislayed confirmation longer bathroom kicked fuss luckily managed sort wish nt forced,-1
['bad hotel bad hotel aug group guest treated bad business day night pm who called reception pay money mean didnot wait till morning thats really bad sale dept bad customer service alli sure dont recommend stay hotelwhen ask genaral manager complaint talled t busy way im office manager get biggest travel agent country adviced travel agent good deal little hotel send gusettoday show recived at upgrad room vist think stay hotel way'],-1
['small room couple stayed on long weekend city snow and blizzard room smallest room stayed view room is office building bar backed price charged felt cheated cleaning high standard towel changed from daily reception staff polite room service goodthe food meal restaurant class waitress equally expensive breakfast nt included room pricei stay boston hotel set available mainly business and traveller price at reflect'],-1
['hotel booked hotel rydges web page site billy joe elliot capital tower hotel door room table small single bedroom bedsbathroom room person time window faced alley dark room tired room hotel expected rydges media group want capital capital try that metro opposite'],-1
miss better hotel indifferent staff tiny room arrived double room booked given upgrade accept room twin bed small noisy air plant breakfast poormy advice stay,-1
